$ pnpm run check:text && pnpm run check:shop-spacing && pnpm run check:stall-shape && pnpm run check:gondola-sightline && pnpm run check:hop-clearance && pnpm run check:deck-fallthrough && tsc --noEmit && pnpm run typecheck:test && pnpm run check:brevity && pnpm run check:assets && pnpm run check:hat-fit && pnpm run check:glasses-fit && pnpm run check:hood-face && pnpm run check:baked-face && pnpm run check:character-parity && pnpm run check:hair && pnpm run check:crowd && pnpm run check:speech-bubbles && pnpm run check:ride-camera && pnpm run check:slide-rider && pnpm run check:pet-slide && pnpm run check:orientation && pnpm run check:sky-view && pnpm run check:space-night && pnpm run check:waypoints && pnpm run check:seed-pool && pnpm run check:park && pnpm run check:fountain-hop && pnpm run check:park-map && pnpm run check:hud-during-rides && pnpm run check:solve-cost && pnpm run check:jitter && pnpm run check:castle && pnpm run check:benches && pnpm run check:castle-floors && pnpm run check:hall-solid && pnpm run check:hotel && pnpm run check:tap-spacing && pnpm run check:look-around && pnpm run check:nav-routes && pnpm run check:path-preference && pnpm run check:rail-race && pnpm run check:cart-shape && pnpm run check:tie-frame && pnpm run check:cruiser-solves && pnpm run check:cruiser-turn-radius && pnpm run check:cruiser-clearance && pnpm run check:castle-window && pnpm run check:backpack-peek && pnpm run check:statue-occlusion && pnpm run check:keyring-hang && pnpm run check:keyring-view && pnpm run check:climb-wave && pnpm run check:cat-bus && pnpm run check:cat-bus-suspension && pnpm run check:bus-journey && pnpm run check:park-boot && pnpm run check:arrival-completes
$ node scripts/check-text-sizes.mjs
TEXT RULE: no text below the minimum size. ✓
$ node scripts/checkShopSpacing.mjs
Plate 42.43 x 31.11 m
Market: stall 2.8 m, along-row pitch 7.52 m, row separation 7.52 m, aisle 4.72 m

  toy          floor 0  r1c0  x[-8.92, -6.12] z[-8.08, -5.28]  faces +Z
  balloon      floor 0  r2c0  x[-5.16, -2.36] z[-0.56, 2.24]  faces -Z
  candyFloss   floor 0  r2c1  x[2.36, 5.16] z[-0.56, 2.24]  faces -Z
  iceCream     floor 0  r1c1  x[-1.40, 1.40] z[-8.08, -5.28]  faces +Z
  hat          floor 0  r1c2  x[6.12, 8.92] z[-8.08, -5.28]  faces +Z
  stickerPet   floor 0  r0c0  x[-12.68, -9.88] z[-14.46, -11.66]  faces +Z
  surpriseEgg  floor 0  r0c1  x[9.88, 12.68] z[-14.46, -11.66]  faces +Z

  rank 0 (2 stalls, faces +Z): 3.58 m to rank 1, needs 3.58 m

  rank 1 (3 stalls, faces +Z): 4.72 m to rank 2, needs 4.72 m

  rank 2 (2 stalls, faces -Z): 4.72 m to rank 1, needs 4.72 m
  all 7 stalls on floor 0: one room, one market

PASS: 7 stalls on one floor, every rank with a lane in front of it, at least one facing pair, every serving spot in a lane.
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-stall-shape.mts
Ceiling 3.30 m, stall footprint 2.80 m square, pitch along a row 7.52 m

  toy          gable     top 3.15 m  x ±1.40  z [-0.46, 1.26]
  balloon      bouquet   top 3.14 m  x ±1.57  z [-0.32, 1.27]
  candyFloss   parasol   top 3.12 m  x ±1.39  z [-0.80, 1.27]
  iceCream     barrel    top 3.12 m  x ±1.40  z [-0.36, 1.26]
  hat          plank     top 3.09 m  x ±1.40  z [-0.60, 1.40]
  stickerPet   bunting   top 3.17 m  x ±1.32  z [-0.30, 1.26]
  surpriseEgg  sawtooth  top 3.11 m  x ±1.40  z [-0.35, 1.26]

  widest canopy 3.14 m; 4.38 m to the next stall
  7 distinct canopies for 7 stalls
  toy=gable+teddy, balloon=bouquet, candyFloss=parasol+floss, iceCream=barrel+cone, hat=plank+bobbleHat, stickerPet=bunting+star, surpriseEgg=sawtooth+egg

PASS: 7 stalls, all different, all under the ceiling and inside the aisle.
$ node scripts/checkGondolaSightline.mjs
Car 3.6 x 2.8 x 2.6 m. Player's cushion 0.8, eye 1.8. Pets' cushion 0.16.

Head clearance under the player's eye:
  pet.bunny      head 1.620 m  clearance 0.180 m  (view clear above 7.2° below the horizon)
  pet.kitten     head 1.620 m  clearance 0.180 m  (view clear above 7.2° below the horizon)
  pet.mouse      head 1.620 m  clearance 0.180 m  (view clear above 7.2° below the horizon)
  pet.puff       head 1.620 m  clearance 0.180 m  (view clear above 7.2° below the horizon)
  pet.ripika     head 1.640 m  clearance 0.160 m  (view clear above 6.4° below the horizon)
  toy.biscuit    head 1.320 m  clearance 0.480 m  (view clear above 18.7° below the horizon)
  toy.star       head 0.530 m  clearance 1.270 m  (view clear above 41.8° below the horizon)
  balloon.corgi  head 1.735 m  clearance 0.065 m  (view clear above 2.6° below the horizon)

Pets' cushion sits 0.64 m below the player's.

Fit inside the glass:
  pet.bunny      side reach 1.379 / 1.8   front reach 1.035 / 1.4
  pet.kitten     side reach 1.457 / 1.8   front reach 1.171 / 1.4
  pet.mouse      side reach 1.483 / 1.8   front reach 1.145 / 1.4
  pet.puff       side reach 1.651 / 1.8   front reach 1.272 / 1.4
  pet.ripika     side reach 1.653 / 1.8   front reach 1.070 / 1.4
  toy.biscuit    side reach 1.542 / 1.8   front reach 1.086 / 1.4
  toy.star       side reach 1.239 / 1.8   front reach 0.796 / 1.4
  balloon.corgi  side reach 1.496 / 1.8   front reach 0.970 / 1.4

Looking up through the front glass: clear to 13.7° above the horizon.
Headroom above the player's eye: 0.80 m.

PASS: every rider sits below the eye line and inside the glass.
$ node --import ./scripts/ts-extension-resolver-register.mjs scripts/measure-hop-clearance.mts
JUMP_APEX_HEIGHT (algebraic) = 1.2812 m
Collision.ts believes it was measured at 1.2812 m
Collision.ts currently permits topHeight <= 1.00 m
The "clean" column below is what that number must stay under.
  discrete apex at 30 fps: 1.1733 m
  discrete apex at 60 fps: 1.2267 m
  discrete apex at 90 fps: 1.2446 m
  discrete apex at 120 fps: 1.2538 m
  discrete apex at 144 fps: 1.2583 m

half   fps  gait    angle   clean   clean-or-pop
covered climbs=12 trips=85 chats=292 paints=4 waves=63845 hops=362
trace=2cdba2c3
wedged-visitor painted=4/4 fourth-painted t=100.7s
(node:296) Warning: `--localstorage-file` was provided without a valid path
(Use `node --trace-warnings ...` to show where the warning was created)
(node:294) Warning: `--localstorage-file` was provided without a valid path
(Use `node --trace-warnings ...` to show where the warning was created)
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-npc-perch.mts
check:npc-perch: 24 wandering children, 42 climbable trees x 4 approaches.
  NPC heads sit -0.048 to 0.016 of a canopy height above the topmost leaf (allowed -0.25 to 0.08).
  In metres: -0.17 m to 0.06 m, against canopies 3.21-4.79 m tall.
  For contrast, the PLAYER sits 0.118 to 0.176 up there (0.56-0.56 m), on CLIMB_PEEK_LIFT 0.564 m. Not asserted here — she is allowed to, and that is the whole point.
  drawn: a climbing NPC is drawn 1.07 m below the head at the worst of 168 climbs (needs 0.9 m).
check:npc-perch OK
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-npc-separation.mts
  chosen pair: Zara and Bodhi, starting 8.43 m apart (minimum required: 3.10 m)
  ran 15 s (900 frames) at 0.0167 s/frame
  Zara walked 3.31 m, Bodhi walked 3.31 m
  closest approach: 1.800 m at 1.35 s (true-overlap floor NPC_RADIUS*2 = 1.00 m, SEPARATION trigger = 1.80 m)
  farthest apart during the run: 8.42 m
  separateFrom applied a real correction to this pair on 819 of 900 frames, worst single-frame correction 0.042 m

npc separation OK
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-npc-dispersal.mts
park seed 20260728
  24 park children (of 31 NPCs; the rest are the hotel's)
  park area 21136 m² -> equivalent radius 82.0 m, uniform-scatter RMS 58.00 m, clump radius 8.2 m
  ran 240s, sampled every 10s from 60s (19 samples)
  mean spread: RMS 39.84 m = 69% of uniform (needs >= 29.00 m). Worst single sample 31.47 m (54%) at t=240s
  worst clump: 5 children at t=60s (allows <= 8)
  destination variety: mean 8.6 of 10 available (needs >= 4); fewest 7 at t=60s
  castle: 5 children went inside, 6 of the 7 shops chosen, peak 3 indoors at one sample (cap 4)
  fewest measured (in the garden, no activity holding them): 13 at t=130s (needs >= 7 of 24; caps allow 17 held or indoors)

npc dispersal OK
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-npc-presence.mts
31 NPCs, player in garden
  ran 300s (18000 frames) at 0.0167 s/frame
  frames with somebody marked elsewhere: 18000 of 18000
  crossings: 10 in, 8 out
  movement by characters in another space: 0 occurrences (none)
  mark/world disagreements: 0 character-frames
  park children spawned outside the garden: 0 (none)

npc presence OK
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-speech-bubbles.mts
check:speech-bubbles — 7200 frames at 390x844, 659 crowd-bubble sightings, 3 set-once probes.
Every one of 659 drawn speech bubbles was over its own child, and 3 set-once bubbles stayed on their anchors.
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/trace-ride-camera.mts
frames=5640 beats=35 in 0.4s
covered yaw-left=1089 yaw-right=1360 pitch-top=2410 pitch-bottom=759 keys=1560 drag=1080 fovs=2 full-turn=1
trace=6dc5cff1
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-slide-rider.mts
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
skyCruiser: the station platform is 0.9 m of track from the castle's level run — they would deform each other, and 5 m is the least that keeps them apart
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
  the cut: 6 beats — chase | trackside | chase | trackside | chase | trackside
  292 frames on the chase, 294 trackside, 0 with no camera at all
  the shot, sampled down the ride (240x135 rays through the live camera):
    beat 0 chase     frame  60  head  2454 px   body     0 px   body is  0.00% of frame
    beat 1 trackside frame 120  head  1417 px   body   737 px   body is  2.27% of frame
    beat 1 trackside frame 180  head  2126 px   body   469 px   body is  1.45% of frame
    beat 2 chase     frame 240  head  2577 px   body     0 px   body is  0.00% of frame
    beat 3 trackside frame 300  head  1174 px   body   647 px   body is  2.00% of frame
    beat 3 trackside frame 360  head  2327 px   body   699 px   body is  2.16% of frame
    beat 4 chase     frame 420  head  2539 px   body     0 px   body is  0.00% of frame
    beat 4 chase     frame 480  head  2480 px   body     0 px   body is  0.00% of frame
    beat 5 trackside frame 540  head  2336 px   body   872 px   body is  2.69% of frame
check:slide-rider ok — 586 frames ridden, drawn throughout, worst 0.25 m off the chute (trough allows 1.90 m), seat within 0.18 m, reclined throughout (body at most -0.99 along the chute, head at most 0.90 m over her feet and 1.30 m from the chute).
  All 6 beats live and sampled, every frame covered. Her body fills at least 1.45% of the frame on a trackside camera (floor 0.40%), with nothing between the lens and her on any of 294 trackside frames, and she is on screen on every chase sample — where she is allowed to be all head, and manages 0 px of body at best.
$ node --no-warnings --import ./scripts/ts-extension-resolver-register.mjs scripts/check-pet-slide.mts
  riding the ginormous slide with three companions:
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
skyCruiser: the station platform is 0.9 m of track from the castle's level run — they would deform each other, and 5 m is the least that keeps them apart
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
  wired  : 586 ridden frames, worst 0.78 m off the chute, closest pair 2.04 m, closest to her 0.16 m (deepest inside her 0.00 m), closest to its neighbour 0.68 m (deepest inside it 0.00 m), most upright lie -0.947 against -0.707, biggest single-frame step 0.163 m, nearest pet in shot on 88% of rasters (smallest 0.0%), 292 chase frames, 8 chase rasters (child at worst 192 px, biggest pet 16% of frame — Little Mouse), furthest from her afterwards 4.2 m (0 undrawn, 0 off-chute, 0 overtaking, 0 clipping, 0 upright pet-frames)
  and again with the ride never told about the parade — the control:
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
skyCruiser: the station platform is 0.9 m of track from the castle's level run — they would deform each other, and 5 m is the least that keeps them apart
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
THREE.Texture: Unable to serialize Texture.
